name,pos,club,proj_score,ps26,bye,age,games25,category,smoky_note,adp,player_id,notes,manual_insight,avg_2025_blend,draft_score,best_pos,vorp_proxy,market_rank,expert_consensus_rank,expert_rank_count,expert_best_rank,expert_worst_rank,expert_rank_stddev,expert_percentile,data_relative_value,data_vs_next_pick,data_waiver_strength,data_projected,data_risk,data_dpp,data_b23,data_gm25,data_notes,pdf_notes,pdf_role_change,pdf_midfield_uplift,pdf_season_out,pdf_source_count,rankings_vorp,rankings_projected,rankings_avg_2026,rankings_avg_2025,rankings_variance,rankings_l5,rankings_max,rankings_cba_pct,rankings_bye_round,rankings_injury,ultimate_price,ultimate_priced_at,ultimate_avg_2025,ultimate_games_2025,ultimate_max_2025,ultimate_x100_2025,ultimate_x120_2025,ultimate_tog_pct,ultimate_cba_pct,ultimate_avg_2024,ultimate_games_2024,ultimate_avg_2023,ultimate_games_2023,projection_spread,projection_source_count,adp_value_gap,data_confidence,data_confidence_score,source_count,source_rankings_csv,source_ultimate_xlsx,source_expert_xlsx,source_data_csv,club_conflict,position_conflict,projection_conflict,bye_conflict,conflict_notes
Keidean Coleman,DEF,BRL,73.0,,15,25,1,depth,,115.0,1006059,"Flag: Half fwd role in PS games, may cap scoring.",,73.0,60.79,DEF,-3.1,147,40,4,27,55,11.81,0.435,-7.5,-32.4,14.4,71.6,High,No,✔,1,"Flag: Half fwd role in PS games, may cap scoring.",,0,0,0,2,1.7,73.0,73.0,,0.0,,73.0,,15,,,,73.0,1,73.0,0,0,68.0,0.0,34.0,1,69.6,20,1.4,3,-32.0,high,0.97,4,1,1,1,1,0,0,0,0,
Willem Drew,MID,PTA,75.1,79.6,12,27,23,depth,,165.0,1000972,,,75.1,60.63,MID,-14.7,311,62.25,4,59,68,3.49,0.312,-3.0,-37.7,12.4,76.4,Low,No,✔,23,,,0,0,0,2,-12.0,75.1,75.1,83.8,-9.0,79.6,120.0,67.0,12,,,,75.1,23,120.0,3,1,80.0,0.67,85.3,23,76.9,23,1.3,3,-146.0,high,0.86,4,1,1,1,1,1,0,0,0,"Club mismatch: ADE, PTA"
James Worpel,MID,GEE,73.8,74.5,16,27,18,smoky,Reasonable mid-late draft target with potential role security at Geelong.,158.0,1002222,"Role: Change of club. Unlikely to get a spike in scoring. | PDF insight: 2026-Draft-Kit-gs7zws p49: Clearance diﬀerential was an issue, so bringing in James Worpel (and if Tanner Bruhn’s 50 week finger injury is healed) could help the midfield group. || 2026-Draft-Kit-gs7zws p52: With James Worpel coming into the squad, there’s maybe some room for Holmes to spend a little more time outside. | Manual insight: Reasonable mid-late draft target with potential role security at Geelong.",Reasonable mid-late draft target with potential role security at Geelong.,73.8,60.53,MID,-16.0,298,58.75,4,44,67,9.2,0.351,-6.1,-40.8,14.4,73.3,Low,No,✔,21,Role: Change of club. Unlikely to get a spike in scoring.,"2026-Draft-Kit-gs7zws p49: Clearance diﬀerential was an issue, so bringing in James Worpel (and if Tanner Bruhn’s 50 week finger injury is healed) could help the midfield group. || 2026-Draft-Kit-gs7zws p52: With James Worpel coming into the squad, there’s maybe some room for Holmes to spend a little more time outside.",1,1,0,2,-11.1,76.1,76.1,77.3,-1.0,74.5,113.0,66.0,16,,,,73.8,18,113.0,3,0,70.0,0.63,77.6,23,86.3,23,2.8,3,-140.0,high,0.97,4,1,1,1,1,0,0,0,0,
Bailey Humphrey,MID/FWD,GCS,67.8,75.0,12,21,21,value,,162.0,1023500,"PDF insight: 2026-Draft-Kit-gs7zws p57: SuperCoach and AFL Fantasy Draft Kit - 2026 So in 2025 Graham lost that defensive mid role as the team worked to incorporate Bailey Humphrey into the CBA rotation. || 2026-Draft-Kit-gs7zws p55: Established stars Rowell, Noah Anderson and Touk Miller already taking the bulk of CBAs, with emerging Bailey Humphrey and Petracca seemingly needing a balance of mid an...",,68.3,60.39,FWD,-0.4,139,34,4,32,37,2.12,0.629,-12.3,-51.2,25.3,57.7,Low,Yes,✔,23,,"2026-Draft-Kit-gs7zws p57: SuperCoach and AFL Fantasy Draft Kit - 2026 So in 2025 Graham lost that defensive mid role as the team worked to incorporate Bailey Humphrey into the CBA rotation. || 2026-Draft-Kit-gs7zws p55: Established stars Rowell, Noah Anderson and Touk Miller already taking the bulk of CBAs, with emerging Bailey Humphrey and Petracca seemingly needing a balance of mid an...",1,1,0,2,3.4,67.8,67.8,47.5,20.0,75.0,114.0,38.0,12,,,,68.3,21,114.0,3,0,79.0,0.39,45.3,21,51.3,19,10.6,3,23.0,high,0.86,4,1,1,1,1,0,0,1,0,
Jase Burgoyne,DEF/MID,PTA,74.0,53.5,12,22,20,smoky,Role: If given half back distributor could score well.,155.0,1013462,Role: If given half back distributor could score well. | PDF insight: 2026-Draft-Kit-gs7zws p85: Jase Burgoyne could also be given greater responsibility; we know he’s a great runner.,,74.2,60.25,DEF,-2.1,140,54.75,4,48,62,5.54,0.221,-9.7,-34.6,16.5,69.4,Low,Yes,✔,20,Role: If given half back distributor could score well.,2026-Draft-Kit-gs7zws p85: Jase Burgoyne could also be given greater responsibility; we know he’s a great runner.,1,0,0,2,3.4,74.0,74.0,81.0,-7.0,53.5,122.0,,12,,,,74.2,20,122.0,2,1,90.0,0.0,76.6,20,35.8,5,4.8,3,15.0,high,0.89,4,1,1,1,1,1,0,0,0,"Club mismatch: ADE, PTA"
Mitch Georgiades,FWD,PTA,69.3,69.6,12,24,23,smoky,"Role: May push up the ground more and get involved, small scoring bump likely.",136.0,1010174,"Role: May push up the ground more and get involved, small scoring bump likely. Hamstring awareness after SoO | Injury flag: Uncertain",,69.3,59.98,FWD,1.1,121,43.5,4,40,46,2.18,0.384,-3.0,-41.9,21.1,67.0,Low,No,✔,23,"Role: May push up the ground more and get involved, small scoring bump likely. Hamstring awareness after SoO",,0,0,0,2,4.9,69.3,69.3,63.0,6.0,69.6,124.0,,12,Uncertain,,,69.3,23,124.0,2,1,91.0,0.0,63.5,17,61.5,2,2.3,3,15.0,high,0.89,4,1,1,1,1,1,0,0,0,"Club mismatch: ADE, PTA"
Oliver Dempsey,MID,GEE,74.1,74.2,16,23,23,depth,,177.0,1025034,Role: Has been training a lot of mid. Set for wing/inside. Late punt.,,72.7,59.9,MID,-15.7,326,68.75,4,51,86,16.3,0.239,0.8,-33.9,10.2,80.2,Low,No,✔,26,Role: Has been training a lot of mid. Set for wing/inside. Late punt.,,0,0,0,2,-13.1,74.1,74.1,72.3,2.0,74.2,105.0,,16,,,,72.7,23,103.0,2,0,88.0,0.0,72.9,23,32.8,5,7.5,3,-149.0,high,0.97,4,1,1,1,1,0,0,0,0,
Lachlan Cowan,DEF,CAR,72.5,79.2,14,21,14,value,,254.0,1021353,,,63.4,59.89,DEF,-3.6,137,60,1,60,60,0.0,0.145,-6.6,-31.5,13.7,72.5,Medium,No,✔,14,,,0,0,0,2,3.7,74.4,74.4,55.6,19.0,79.2,89.0,,14,,,,63.4,14,89.0,0,0,69.0,0.0,56.5,16,40.9,7,11.0,3,117.0,high,0.86,4,1,1,1,1,0,0,1,0,
Jack Martin,FWD,GEE,70.1,65.7,16,31,10,smoky,Role: Played off half back through parts of 2025.,272.0,296190,Role: Played off half back through parts of 2025. Could be a Punt with FWD status.,,73.0,59.83,FWD,1.9,116,67,1,67,67,0.0,0.043,-21.3,-60.2,45.6,48.7,High,No,?,13,Role: Played off half back through parts of 2025. Could be a Punt with FWD status.,,0,0,0,2,5.7,70.1,70.1,43.5,27.0,65.7,107.0,2.0,16,,,,73.0,10,107.0,1,0,60.0,0.02,31.0,3,54.1,11,24.3,3,156.0,high,0.89,4,1,1,1,1,0,0,1,0,
Patrick Lipinski,MID/FWD,COL,67.3,56.0,14,27,21,value,,223.0,1003130,,,66.9,59.82,FWD,-0.9,132,47.25,4,35,55,7.63,0.48,-2.7,-41.6,18.4,67.3,Low,Yes,✔,23,,,0,0,0,2,4.2,68.6,68.6,71.0,-2.0,56.0,125.0,,14,,,,66.9,21,125.0,1,1,78.0,0.0,68.7,23,69.7,11,1.7,3,91.0,high,0.94,4,1,1,1,1,0,0,0,0,
Blake Acres,MID,CAR,73.7,78.6,14,30,19,depth,,226.0,296294,Interrupted pre-season: Shoulder | PDF insight: 2026-Draft-Kit-gs7zws p26: SuperCoach and AFL Fantasy Draft Kit - 2026 Blake Acres Adam Cerra Lachlan Cowan25 Highlighted the issue of his role last year and tag him as just a guy. | Injury flag: Injured,,73.7,59.5,MID,-16.1,330,67.25,4,65,71,2.28,0.256,-13.3,-48.0,19.3,66.1,Medium,No,?,19,Interrupted pre-season: Shoulder,2026-Draft-Kit-gs7zws p26: SuperCoach and AFL Fantasy Draft Kit - 2026 Blake Acres Adam Cerra Lachlan Cowan25 Highlighted the issue of his role last year and tag him as just a guy.,1,0,0,2,-13.5,73.7,73.7,88.2,-15.0,78.6,105.0,,14,Injured,,,73.7,19,105.0,2,0,82.0,0.0,88.6,22,87.8,22,7.6,3,-104.0,high,0.97,4,1,1,1,1,0,0,0,0,
Marc Pittonet,RUC,CAR,73.1,69.0,14,29,7,depth,,164.0,298290,"Flag: Reidy may play along side and limit some scoring. Seems unlikely but consider a handcuff. | PDF insight: 2026-Draft-Kit-gs7zws p29: SuperCoach and AFL Fantasy Draft Kit - 2026 Nic Newman Marc Pittonet Adam Saad24 4227 An interesting play this season, of course due to the 30% reduction of price in the...",,70.3,59.14,RUC,-11.6,373,15,4,13,17,1.41,0.263,-12.3,-37.4,0.7,73.1,Medium,No,✔,7,Flag: Reidy may play along side and limit some scoring. Seems unlikely but consider a handcuff.,"2026-Draft-Kit-gs7zws p29: SuperCoach and AFL Fantasy Draft Kit - 2026 Nic Newman Marc Pittonet Adam Saad24 4227 An interesting play this season, of course due to the 30% reduction of price in the...",1,0,0,2,-16.3,73.8,73.8,68.4,5.0,69.0,93.0,70.0,14,,,,70.3,7,93.0,0,0,67.0,0.68,68.3,13,58.7,15,3.5,3,-209.0,high,0.97,4,1,1,1,1,0,0,0,0,
Tom Cole,DEF,WCE,66.5,78.2,15,28,18,value,,360.0,993820,Injury: Finger. May miss games.,,66.4,59.04,DEF,-9.6,182,,0,,,0.0,0.5,-12.6,-37.5,19.4,66.5,Medium,No,✔,18,Injury: Finger. May miss games.,,0,0,0,2,-1.6,69.1,69.1,64.0,5.0,78.2,97.0,,15,,,,66.4,18,97.0,0,0,79.0,0.0,64.0,23,65.9,12,2.7,3,178.0,high,0.84,3,1,1,0,1,0,0,0,0,
Ryan Byrnes,DEF,STK,67.1,47.0,16,24,17,value,,280.0,1011994,,,67.1,59.03,DEF,-9.0,196,,0,,,0.0,0.5,-25.6,-50.5,34.6,53.5,Low,No,,17,,,0,0,0,1,-3.6,67.1,67.1,69.9,-3.0,47.0,99.0,,16,,,,67.1,17,99.0,0,0,80.0,0.0,66.6,15,62.0,20,13.6,3,84.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Josh Weddle,DEF,HAW,69.9,,14,21,15,depth,,179.0,1027935,,,69.7,58.86,DEF,-6.2,176,38.75,4,34,43,3.83,0.453,-5.9,-30.8,13.1,73.2,Low,No,✔,18,,,1,0,0,2,-0.7,69.9,69.9,58.3,12.0,,89.0,0.0,14,,,,69.7,15,89.0,0,0,86.0,0.0,59.1,23,64.5,17,3.5,3,3.0,high,0.94,4,1,1,1,1,0,0,0,0,
Matthew Cottrell,MID/FWD,CAR,66.2,,14,25,6,value,,334.0,1008154,Injury: Knee. Return Rd. 3? | Injury flag: Managed,,66.2,58.82,FWD,-2.0,149,,0,,,0.0,0.5,-12.1,-49.2,23.9,59.7,High,Yes,,6,Injury: Knee. Return Rd. 3?,,0,0,0,1,1.6,66.2,66.2,51.2,15.0,,82.0,,14,Managed,,,66.2,6,82.0,0,0,89.0,0.0,49.9,14,62.3,14,6.5,3,185.0,high,0.84,3,1,1,0,1,0,0,0,0,
Harry Rowston,MID,GWS,73.2,84.0,13,21,10,smoky,Late smoky if midfield opportunity opens at GWS.,256.0,1021122,"PDF insight: 2026-AFL-Fantasy-Draft-Kit p8: GWS GIANTS CALVIN SLEEPER BUST KEEPER HARRY ROWSTON MID 51.9 (10) If your league includes plenty of midfielders and you're keen to take a punt on a flyer, Rowston may ge... | Manual insight: Late smoky if midfield opportunity opens at GWS.",Late smoky if midfield opportunity opens at GWS.,51.9,58.61,MID,-16.6,364,68,2,64,72,4.0,0.247,-4.2,-38.9,13.1,75.2,High,No,,10,,"2026-AFL-Fantasy-Draft-Kit p8: GWS GIANTS CALVIN SLEEPER BUST KEEPER HARRY ROWSTON MID 51.9 (10) If your league includes plenty of midfielders and you're keen to take a punt on a flyer, Rowston may ge...",1,0,0,2,-15.7,73.2,73.2,,0.0,84.0,91.0,47.0,13,,,,51.9,10,91.0,0,0,54.0,0.35,0.0,0,29.4,7,23.3,3,-108.0,high,0.86,4,1,1,1,1,0,0,1,0,
Steven May,DEF,MEL,72.1,85.0,16,34,16,smoky,Role: Club has tried to trade May.,235.0,281085,Role: Club has tried to trade May. They may reduce his games and TOG. Curently has off field issues. Late Punt at best.,,72.1,58.56,DEF,-4.0,151,68,1,68,68,0.0,0.029,-20.8,-45.7,28.7,58.3,High,No,?,16,Role: Club has tried to trade May. They may reduce his games and TOG. Curently has off field issues. Late Punt at best.,,0,0,0,2,1.5,72.1,72.1,81.1,-9.0,85.0,106.0,,16,,,,72.1,16,106.0,3,0,94.0,0.0,75.8,19,69.5,21,13.8,3,84.0,high,0.89,4,1,1,1,1,0,0,1,0,
Mark Blicavs,RUC,GEE,73.8,71.8,16,34,22,depth,,171.0,296733,PDF insight: 2026-Draft-Kit-gs7zws p50: SuperCoach and AFL Fantasy Draft Kit - 2026 SCTom Atkins Mark Blicavs Jeremy Cameron30 546 Big year for Atkins as he played perma mid and set the record for most tackles...,,70.9,58.48,RUC,-10.9,343,17,4,15,18,1.22,0.158,-8.4,-33.5,0.5,77.0,Medium,No,✔,25,,2026-Draft-Kit-gs7zws p50: SuperCoach and AFL Fantasy Draft Kit - 2026 SCTom Atkins Mark Blicavs Jeremy Cameron30 546 Big year for Atkins as he played perma mid and set the record for most tackles...,1,0,0,2,-14.6,73.8,73.8,68.1,6.0,71.8,116.0,30.0,16,,,,70.9,22,116.0,2,0,81.0,0.25,68.6,22,81.5,19,6.1,3,-172.0,high,0.94,4,1,1,1,1,0,0,0,0,
Kane McAuliffe,MID,RIC,73.6,,13,20,5,rookie,,258.0,1019916,Role: Mid field and time likely to increase with Taj Hotten injury. Punt.,,73.6,58.33,MID,-16.2,362,77,1,77,77,0.0,0.146,-4.0,-38.7,13.0,75.4,High,No,✔,5,Role: Mid field and time likely to increase with Taj Hotten injury. Punt.,,0,0,0,1,-15.6,73.6,73.6,49.7,24.0,,94.0,59.0,13,,,,73.6,5,94.0,0,0,69.0,0.59,39.8,9,0.0,0,1.8,3,-104.0,high,0.97,4,1,1,1,1,0,0,0,0,
Connor Idun,DEF,GWS,70.8,68.6,13,25,23,value,,247.0,1008083,,,72.7,58.27,DEF,-5.3,164,62.75,4,53,69,6.42,0.105,-15.5,-40.4,22.6,63.6,Low,No,✔,24,,,0,0,0,2,0.2,70.8,70.8,72.6,-2.0,68.6,100.0,,13,,,,72.7,23,100.0,1,0,88.0,0.0,72.6,23,67.0,23,9.1,3,83.0,high,0.86,4,1,1,1,1,0,0,1,0,
Josh Battle,DEF,HAW,69.6,71.4,14,27,23,value,,252.0,998134,,,70.3,58.26,DEF,-6.5,180,59,3,57,60,1.41,0.159,-11.2,-36.1,18.0,67.9,Low,No,✔,26,,,0,0,0,2,-1.1,69.6,69.6,73.7,-4.0,71.4,120.0,,14,,,,70.3,23,120.0,2,1,92.0,0.0,73.7,23,62.0,22,2.4,3,72.0,high,0.94,4,1,1,1,1,0,0,0,0,
Kade Chandler,FWD,MEL,68.7,65.0,16,26,23,value,,275.0,1005330,,,68.7,58.08,FWD,0.5,130,60.5,2,56,65,4.5,0.138,-3.2,-42.1,21.4,66.8,Low,No,✔,23,,,1,0,0,2,4.3,68.7,68.7,61.1,8.0,65.0,124.0,1.0,16,,,,68.7,23,124.0,2,1,87.0,0.01,61.1,23,59.0,21,1.9,3,145.0,high,0.94,4,1,1,1,1,0,0,0,0,
Max Hall,FWD,STK,66.1,74.0,16,23,23,smoky,Club-rated upside option; worth late-pick consideration.,187.0,1020855,"Scored well in first year, might get used as mid rotation. Punt. | Manual insight: Club-rated upside option; worth late-pick consideration.",Club-rated upside option; worth late-pick consideration.,66.1,57.99,FWD,-2.1,145,44.33,3,36,61,11.79,0.372,-6.6,-45.5,25.5,63.4,Low,No,✔,23,"Scored well in first year, might get used as mid rotation. Punt.",,0,0,0,2,1.8,66.1,66.1,,0.0,74.0,124.0,5.0,16,,,,66.1,23,124.0,1,1,80.0,0.05,0.0,0,0.0,0,2.7,3,42.0,high,0.97,4,1,1,1,1,0,0,0,0,
Jayden Laverde,DEF,GWS,65.6,65.3,13,29,14,value,,367.0,298280,,,65.6,57.95,DEF,-10.5,212,,0,,,0.0,0.5,-24.6,-49.5,33.3,54.5,Medium,No,,14,,,0,0,0,2,-4.9,65.8,65.8,63.9,2.0,65.3,94.0,,13,,,,65.6,14,94.0,0,0,91.0,0.0,63.9,21,67.4,19,11.3,3,155.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Darcy Fort,RUC,BRL,73.2,69.0,15,32,17,depth,,143.0,298211,,,69.2,57.79,RUC,-11.5,358,20,1,20,20,0.0,0.0,4.7,-20.4,0.2,90.1,Medium,No,✔,21,,,0,0,0,2,-15.2,73.2,73.2,68.7,5.0,69.0,125.0,73.0,15,,,,69.2,17,92.0,0,0,83.0,0.7,69.5,2,45.3,7,20.9,3,-215.0,high,0.86,4,1,1,1,1,0,0,1,0,
Adam Saad,DEF,CAR,69.8,66.2,14,31,21,value,,336.0,295461,,,67.0,57.76,DEF,-6.3,178,63.5,2,62,65,1.5,0.094,-5.8,-30.7,13.0,73.3,Medium,No,✔,21,,,0,0,0,2,-0.9,69.8,69.8,72.5,-3.0,66.2,98.0,,14,,,,67.0,21,98.0,0,0,81.0,0.0,70.9,17,73.9,22,6.3,3,158.0,high,0.94,4,1,1,1,1,0,0,0,0,
Joe Richards,FWD,PTA,65.3,52.2,12,26,22,value,,295.0,1008239,,,65.3,57.74,FWD,-2.9,160,,0,,,0.0,0.5,-7.5,-46.4,26.6,62.5,Medium,No,✔,22,,,0,0,0,1,0.9,65.3,65.3,61.6,4.0,52.2,123.0,1.0,12,,,,65.3,22,123.0,1,1,79.0,0.0,50.9,9,0.0,0,2.8,3,135.0,medium,0.73,3,1,1,0,1,1,0,0,0,"Club mismatch: ADE, PTA"
Harley Reid,MID,WCE,66.7,52.0,15,20,19,depth,,125.0,1023492,"Should have natural progression. Gives away a lot of frees against. More discipline will see scoring increase. | PDF insight: 2026-Draft-Kit-gs7zws p111: Noting the scoring was impressive and has forward status that really adds to his appeal, although he still only had 40% of the CBA’s with Harley Reid, Elijah Hewett and... || 2026-Draft-Kit-gs7zws p112: The fact that he attended 265 CBA’s last year only behind Harley Reid and Tim Kelly is a strong sign that they see him as part of their future midfield.",,66.7,57.66,MID,-23.1,417,38.75,4,34,45,3.96,0.576,-4.9,-39.6,13.6,74.5,Low,No,✔,19,Should have natural progression. Gives away a lot of frees against. More discipline will see scoring increase.,"2026-Draft-Kit-gs7zws p111: Noting the scoring was impressive and has forward status that really adds to his appeal, although he still only had 40% of the CBA’s with Harley Reid, Elijah Hewett and... || 2026-Draft-Kit-gs7zws p112: The fact that he attended 265 CBA’s last year only behind Harley Reid and Tim Kelly is a strong sign that they see him as part of their future midfield.",1,1,0,2,-20.4,66.7,66.7,66.7,0.0,52.0,117.0,59.0,15,,,,66.7,19,117.0,2,0,82.0,0.59,66.8,20,0.0,0,7.8,3,-292.0,high,0.97,4,1,1,1,1,0,0,0,0,
Lawson Humphries,DEF,GEE,70.5,63.5,16,22,22,depth,,159.0,1013464,,,70.5,57.53,DEF,-5.6,165,49.25,4,35,56,8.35,0.301,-12.2,-37.1,19.0,66.9,Low,No,✔,25,,,0,0,0,2,0.2,70.8,70.8,76.3,-5.0,63.5,115.0,0.0,16,,,,70.5,22,115.0,2,0,84.0,0.0,70.9,9,0.0,0,3.9,3,-6.0,high,0.94,4,1,1,1,1,0,0,0,0,
Jamie Elliott,FWD,COL,67.8,55.6,14,33,23,value,,192.0,293801,,,67.8,57.31,FWD,-0.4,114,56.67,3,53,61,3.3,0.193,-6.4,-45.3,25.2,63.6,Medium,No,✔,25,,,0,0,0,2,5.9,70.2,70.2,64.2,6.0,55.6,110.0,1.0,14,,,,67.8,23,110.0,2,0,83.0,0.0,64.2,15,66.8,21,6.6,3,78.0,high,0.94,4,1,1,1,1,0,0,0,0,
Lachlan Bramble,DEF,WBD,69.0,69.0,16,27,23,value,,330.0,1000864,Injury: Hamstring.,,66.3,57.23,DEF,-7.1,183,64,1,64,64,0.0,0.087,-9.6,-34.5,16.4,69.5,Medium,No,✔,23,Injury: Hamstring.,,0,0,0,2,-1.7,69.0,69.0,68.8,0.0,69.0,104.0,,16,,,,66.3,23,104.0,1,0,78.0,0.0,68.7,23,62.2,11,3.2,3,147.0,high,0.97,4,1,1,1,1,0,0,0,0,
Mitchell Hinge,DEF,ADE,68.0,58.6,12,27,22,smoky,Role: May get a wing role.,274.0,1004863,"Role: May get a wing role. If remains HB possible kick-in boost form Keane. Back soreness reported pre-season, appears minor. | PDF insight: 2026-AFL-Fantasy-Draft-Kit p7: OFFICIAL 2026 DRAFT KIT 7 AFL FANTASY SLEEPER BUST KEEPER CLUB-BY-CLUB ADELAIDE CALVIN SLEEPER BUST KEEPER MITCHELL HINGE DEF 67.1 (22) Many Fantasy experts expected Hin...",,67.1,57.13,DEF,-8.1,189,57.5,2,49,66,8.5,0.181,-0.2,-25.1,8.8,78.9,Low,No,✔,24,"Role: May get a wing role. If remains HB possible kick-in boost form Keane. Back soreness reported pre-season, appears minor.",2026-AFL-Fantasy-Draft-Kit p7: OFFICIAL 2026 DRAFT KIT 7 AFL FANTASY SLEEPER BUST KEEPER CLUB-BY-CLUB ADELAIDE CALVIN SLEEPER BUST KEEPER MITCHELL HINGE DEF 67.1 (22) Many Fantasy experts expected Hin...,1,0,0,2,-2.7,68.0,68.0,82.7,-15.0,58.6,113.0,,12,,,,67.1,22,113.0,1,0,76.0,0.0,82.7,22,75.7,22,11.8,3,85.0,high,0.89,4,1,1,1,1,0,0,1,0,
Mitch McGovern,DEF,CAR,64.0,,14,31,17,value,,375.0,297255,,,62.6,57.12,DEF,-12.1,221,,0,,,0.0,0.5,-15.1,-40.0,22.1,64.0,Medium,No,✔,17,,,1,0,0,2,-5.4,65.3,65.3,68.7,-3.0,,100.0,,14,,,,62.6,17,100.0,1,0,77.0,0.0,69.4,17,70.7,19,2.7,3,154.0,high,0.81,3,1,1,0,1,0,0,0,0,
Cam Mackenzie,MID,HAW,70.2,,14,22,12,depth,,251.0,1023482,"Injury: Concussion, Rd1 Return. Role: Possible mid time with Worple and Day returning rd 7. Hasn't shown ot be a scorer at AFL level. Late mid punt, waiver.",,62.5,56.87,MID,-19.6,380,65.33,3,59,74,6.34,0.277,-2.0,-36.7,11.8,77.4,High,No,✔,12,"Injury: Concussion, Rd1 Return. Role: Possible mid time with Worple and Day returning rd 7. Hasn't shown ot be a scorer at AFL level. Late mid punt, waiver.",,0,0,0,2,-17.0,70.2,70.2,62.3,8.0,,95.0,51.0,14,,,,62.5,12,95.0,0,0,65.0,0.48,58.3,20,48.6,14,14.9,3,-129.0,high,0.89,4,1,1,1,1,0,0,1,0,
Harry Morrison,MID,HAW,70.9,66.0,14,27,20,depth,,260.0,1000963,May not be best 23.,,70.9,56.76,MID,-18.9,372,73.75,4,63,82,8.04,0.183,-15.6,-50.3,20.9,63.8,Medium,No,?,20,May not be best 23.,,0,0,0,2,-16.3,70.9,70.9,71.6,-1.0,66.0,101.0,0.0,14,,,,70.9,20,101.0,1,0,81.0,0.0,56.5,10,76.5,13,7.1,3,-112.0,high,0.97,4,1,1,1,1,0,0,0,0,
Oskar Baker,DEF/MID,WBD,63.9,62.8,16,27,9,value,,338.0,1008855,,,58.0,56.73,DEF,-12.2,242,,0,,,0.0,0.5,-2.4,-27.3,10.3,76.7,High,Yes,✔,9,,,0,0,0,0,-7.2,63.9,63.9,67.0,-3.0,62.8,84.0,,16,,,,58.0,9,84.0,0,0,69.0,0.0,56.3,6,60.2,18,18.7,3,96.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Matthew Johnson,MID,FRE,70.5,,14,22,18,depth,,270.0,1016825,"PDF insight: 2026-Draft-Kit-gs7zws p46: SuperCoach and AFL Fantasy Draft Kit - 2026 Matthew Johnson Jaeger O’Meara Murphy Reid44 162 Sadly not too much changed last year for Johnson, he did get more goes at it...",,70.5,56.69,MID,-19.3,374,70.67,3,69,72,1.25,0.217,-15.5,-50.2,20.9,63.9,Low,No,?,18,,"2026-Draft-Kit-gs7zws p46: SuperCoach and AFL Fantasy Draft Kit - 2026 Matthew Johnson Jaeger O’Meara Murphy Reid44 162 Sadly not too much changed last year for Johnson, he did get more goes at it...",0,1,0,2,-16.7,70.5,70.5,64.5,6.0,,97.0,25.0,14,,,,70.5,18,97.0,0,0,78.0,0.24,62.0,19,56.7,18,6.6,3,-104.0,high,0.94,4,1,1,1,1,0,0,0,0,
Cooper Sharman,FWD,STK,63.6,68.4,16,25,21,value,,339.0,1018018,,,63.6,56.51,FWD,-4.6,175,,0,,,0.0,0.5,-14.5,-53.4,36.1,55.5,Medium,No,✔,21,,,0,0,0,1,-0.7,63.6,63.6,59.4,4.0,68.4,106.0,,16,,,,63.6,21,106.0,1,0,86.0,0.0,50.2,18,44.4,15,8.1,3,164.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Blake Hardwick,DEF,HAW,63.1,58.4,14,29,23,value,,269.0,993794,,,62.7,56.47,DEF,-13.0,234,,0,,,0.0,0.5,-16.0,-40.9,23.1,63.1,Low,No,✔,26,,,0,0,0,1,-6.6,64.1,64.1,66.1,-2.0,58.4,114.0,,14,,,,62.7,23,114.0,1,0,89.0,0.0,64.7,23,81.0,23,1.4,3,35.0,high,0.81,3,1,1,0,1,0,0,0,0,
Dan Houston,DEF,COL,66.8,65.8,14,28,19,depth,,161.0,994295,"Interrupted pre-season: Hip. Role, likely used more off half back with Diacos going forward. | Injury flag: Injured",,66.8,56.3,DEF,-9.3,218,38,4,36,41,2.12,0.464,-4.3,-29.2,11.7,74.8,Medium,No,✔,21,"Interrupted pre-season: Hip. Role, likely used more off half back with Diacos going forward.",,0,0,0,2,-5.2,65.5,65.5,94.0,-29.0,65.8,92.0,,14,Injured,,,66.8,19,92.0,0,0,82.0,0.0,94.0,22,92.7,23,9.3,3,-57.0,high,0.89,4,1,1,1,1,0,0,1,0,
Jordan Ridley,DEF,ESS,65.7,,15,27,10,value,,129.0,1001026,"Injured: Calf, TBA after interrupted pre-season with a Hamstring | Injury flag: Managed",,63.2,56.26,DEF,-10.4,115,40.5,4,36,46,3.84,0.428,-15.7,-38.3,20.3,65.7,High,No,✔,10,"Injured: Calf, TBA after interrupted pre-season with a Hamstring",,0,0,0,2,5.9,77.1,77.1,96.4,-19.0,,100.0,,15,Managed,,,63.2,10,100.0,1,0,68.0,0.0,88.4,9,80.8,17,13.9,3,14.0,high,0.89,4,1,1,1,1,0,0,1,0,
