"Action","Position","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","PS_info","Av.25","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","B23","Gm.25","Notes"
"✓       ✕","MidFwd","Toby Bedford","GWS","-13.4","Mid: -24.8  Fwd: -13.4  Flex: -32.1  Susp. or Inj. Adjust: -7","-49.9","Mid: -55.1  Fwd: -49.9","24.4","Mid: 24.4  Fwd: 31.3","-6.6","","56.7","59","377","Low","Yes","1008139","","","","","✔","23","Injury: Hamstring. Return rd 5. Role: Doesn't score well as atagger, likely fwd in 2026."
"✓       ✕","Fwd","Daniel McStay","COL","-13.5","Fwd: -13.5  Flex: -28.9  No Inj. Adjustment.","-52.4","","34.7","","-16.9","G1: 47","56.6","56.5","500","High","No","297504","","","","","✔","18","Interrupted pre-season: Hamstring."
"✓       ✕","Def","Harris Andrews","BRL","-13.8","Def: -13.8  Flex: -20.1  No Inj. Adjustment.","-38.7","","20.7","","-2.9","G1: 42","65.6","65.3","193","Low","No","996059","","","","","✔","27",""
"✓       ✕","Mid","Sam Clohesy","GCS","-13.9","Mid: -13.9  Flex: -19.9  No Inj. Adjustment.","-48.6","","19.7","","-1.9","Official: 87","62.1","65.5","359","Medium","No","1013257","","","","","✔","14",""
"✓       ✕","Mid","Elijah Hewett","WCE","-14","Mid: -14  Flex: -20  No Inj. Adjustment.","-48.7","","19.8","","-2","G1: 19","61","65.4","329","Medium","No","1020670","","","","","✔","20","Interrupted pre-season: Calf."
"✓       ✕","Fwd","Shannon Neale","GEE","-14.1","Fwd: -14.1  Flex: -29.5  No Inj. Adjustment.","-53","","35.5","","-17.7","G1: 69 Official: 34","57.8","55.9","299","Low","No","1016433","","","","","✔","25",""
"✓       ✕","Fwd","Eric Hipwood","BRL","-14.1","Fwd: -14.1  Flex: -32.9  Susp. or Inj. Adjust: -7.1","-50.5","","32.1","","-14.3","","54.9","58.4","400","Low","No","993953","","","","","✔","22","Interrupted pre-season: ACL."
"✓       ✕","Fwd","Zac Fisher","NTH","-14.1","Fwd: -14.1  Flex: -29.5  No Inj. Adjustment.","-53","","35.5","","-17.7","","42.3","55.9","333","Medium","No","999827","","","","","?","7","Role: previously half back. Will play fwd or VFL"
"✓       ✕","Mid","Sam Berry","ADE","-14.2","Mid: -14.2  Flex: -20.2  No Inj. Adjustment.","-48.9","","19.9","","-2.1","G1: 40","59.6","65.2","267","Low","No","1012807","","","","","?","19",""
"✓       ✕","Fwd","Isaac Kako","ESS","-14.3","Fwd: -14.3  Flex: -29.7  No Inj. Adjustment.","-53.2","","35.8","","-18","","47","55.7","592","Medium","No","1028554","","","","","✔","23","Interrupted pre-season: Hamstring strain, will miss practice matches. Might be okay for Rd 1."
"✓       ✕","Fwd","Jade Gresham","ESS","-14.4","Fwd: -14.4  Flex: -29.8  No Inj. Adjustment.","-53.3","","35.9","","-18.1","G1: 45","53.6","55.6","472","Low","No","298421","","","","","✔","19",""
"✓       ✕","MidFwd","Sam Butler","HAW","-14.5","Mid: -23.9  Fwd: -14.5  Flex: -29.9  No Inj. Adjustment.","-53.4","Mid: -58.6  Fwd: -53.4","26.9","Mid: 26.9  Fwd: 36.1","-9.1","G1: 70 Official: 63","60.7","55.5","405","High","Yes","1010708","","","","","?","6","Possible best 23. Playing Fwd."
"✓       ✕","Fwd","Cooper Sharman","STK","-14.5","Fwd: -14.5  Flex: -29.9  No Inj. Adjustment.","-53.4","","36.1","","-18.3","G1: 74","63.6","55.5","339","Medium","No","1018018","","","","","✔","21",""
"✓       ✕","DefMid","Finn O’Sullivan","NTH","-14.5","Def: -14.5  Mid: -14.8  Flex: -20.8  No Inj. Adjustment.","-39.4","Def: -39.4  Mid: -49.5","20.4","Mid: 20.4  Def: 21.5","-2.6","G1: 61","53.7","64.6","244","Low","Yes","1028495","","","","","✔","22","Pre-season love from the club, still yet to show scoring capability"
"✓       ✕","Mid","Corey Wagner","FRE","-14.7","Mid: -14.7  Flex: -20.7  No Inj. Adjustment.","-49.4","","20.3","","-2.5","G1: 52","64.2","64.7","372","Low","No","993940","","","","","?","17",""
"✓       ✕","Def","Zach Reid","ESS","-14.8","Def: -14.8  Flex: -21.1  No Inj. Adjustment.","-39.7","","21.8","","-4","G1: 29","75.4","64.3","235","High","No","1012817","","","","","✔","10","Role: Scores well down back. Monitor best 22, Ridley and Redman in the side may eat into points."
"✓       ✕","Fwd","Tyson Stengle","GEE","-14.8","Fwd: -14.8  Flex: -30.2  No Inj. Adjustment.","-53.7","","36.5","","-18.7","","62.3","55.2","340","Low","No","997230","","","","","✔","24","Interrupted pre-season: Personal reasons"
"✓       ✕","Fwd","Charlie Spargo","NTH","-14.9","Fwd: -14.9  Flex: -30.3  No Inj. Adjustment.","-53.8","","36.6","","-18.8","","40.2","55.1","486","High","No","1002282","","","","","✔","10","Interrupted pre-season: shoulder. full training late feb."
"✓       ✕","Fwd","Jamarra Ugle-Hagan","GCS","-14.9","Fwd: -14.9  Flex: -30.3  No Inj. Adjustment.","-53.8","","36.6","","-18.8","G1: 23 Official: 38","","55.1","210","Medium","No","1009301","","","","","✔","","Role: Back playing again for a new club."
"✓       ✕","Mid","Hugo Ralphsmith","RIC","-14.9","Mid: -14.9  Flex: -20.9  No Inj. Adjustment.","-49.6","","20.4","","-2.6","G1: 41 Official: 39","56.7","64.5","458","Medium","No","1011985","","","","","✔","12","Interrupted pre-season: hamstring."
"✓       ✕","Mid","Neil Erasmus","FRE","-15","Mid: -15  Flex: -21  No Inj. Adjustment.","-49.7","","20.5","","-2.7","G1: 44","58.5","64.4","332","Medium","No","1020250","","","","","?","16","Frequently fighting for a spot in the team."
"✓       ✕","Def","Harry Perryman","COL","-15","Def: -15  Flex: -21.3  No Inj. Adjustment.","-39.9","","22","","-4.2","","62.7","64.1","278","Low","No","998205","","","","","✔","25",""
"✓       ✕","Def","Mitch McGovern","CAR","-15.1","Def: -15.1  Flex: -21.4  No Inj. Adjustment.","-40","","22.1","","-4.3","G1: 35 Official: 72","62.6","64","375","Medium","No","297255","","","","","✔","17",""
"✓       ✕","RuckFwd","Peter Ladhams","SYD","-15.3","Ruck: -30.7  Fwd: -15.3  Flex: -30.7  No Inj. Adjustment.","-54.2","Ruck: -55.8  Fwd: -54.2","1.5","Fwd: 37.2  Ruck: 1.5","16.3","G1: 0 Official: 64","50.9","54.7","175","High","Yes","997142","","","","","","10",""
"✓       ✕","Def","Bodhi Uwland","GCS","-15.4","Def: -15.4  Flex: -21.7  No Inj. Adjustment.","-40.3","","22.5","","-4.7","G1: 48 Official: 53","63.5","63.7","264","Low","No","1017665","","","","","✔","25",""
"✓       ✕","Def","Connor Idun","GWS","-15.5","Def: -15.5  Flex: -21.8  No Inj. Adjustment.","-40.4","","22.6","","-4.8","G1: 50 Official: 71","70.8","63.6","245","Low","No","1008083","","","","","✔","24",""
"✓       ✕","Mid","Matthew Johnson","FRE","-15.5","Mid: -15.5  Flex: -21.5  No Inj. Adjustment.","-50.2","","20.9","","-3.1","G1: 46","70.5","63.9","269","Low","No","1016825","","","","","?","18",""
"✓       ✕","Mid","Harry Morrison","HAW","-15.6","Mid: -15.6  Flex: -21.6  No Inj. Adjustment.","-50.3","","20.9","","-3.1","G1: 21 Official: 43","70.9","63.8","259","Medium","No","1000963","","","","","?","20","May not be best 23."
"✓       ✕","Fwd","Todd Marshall","PTA","-15.6","Fwd: -15.6  Flex: -31  No Inj. Adjustment.","-54.5","","37.6","","-19.8","G1: 6","","54.4","276","Medium","No","1004998","","","","","✔","","Role: Switch to backline. Punt. Coming off an Achilles."
"✓       ✕","Def","Jordan Ridley","ESS","-15.7","Def: -15.7  Flex: -23.1  Susp. or Inj. Adjust: -4","-38.3","","20.3","","-2.5","","63.2","65.7","129","High","No","1001026","","","","","✔","10","Injured: Calf, TBA after interrupted pre-season with a Hamstring"
"✓       ✕","Fwd","Will Graham","GCS","-15.8","Fwd: -15.8  Flex: -31.2  No Inj. Adjustment.","-54.7","","37.9","","-20.1","G1: 21 Official: 22","55.2","54.2","463","Medium","No","1026960","","","","","✔","8",""
"✓       ✕","Def","Jacob Weitering","CAR","-15.8","Def: -15.8  Flex: -22.1  No Inj. Adjustment.","-40.7","","22.9","","-5.1","","61.5","63.3","373","Medium","No","993832","","","","","✔","23","Injury: Rib. Available TBA, early rounds or Rd0"
"✓       ✕","Def","Blake Hardwick","HAW","-16","Def: -16  Flex: -22.3  No Inj. Adjustment.","-40.9","","23.1","","-5.3","Official: 63","64.1","63.1","268","Low","No","993794","","","","","✔","26",""
"✓       ✕","Fwd","Nick Watson","HAW","-16.2","Fwd: -16.2  Flex: -31.6  No Inj. Adjustment.","-55.1","","38.5","","-20.7","G1: 66 Official: 68","49.5","53.8","410","Low","No","1023473","","","","","✔","25",""
"✓       ✕","Mid","Lachlan Sholl","ADE","-16.3","Mid: -16.3  Flex: -22.3  No Inj. Adjustment.","-51","","21.4","","-3.6","","53","63.1","263","Medium","No","1006136","","","","","","5",""
"✓       ✕","Fwd","Caiden Cleary","SYD","-16.3","Fwd: -16.3  Flex: -31.7  No Inj. Adjustment.","-55.2","","38.6","","-20.8","G1: 27 Official: 55","47.2","53.7","608","Medium","No","1024057","","","","","","12",""
"✓       ✕","Fwd","Jack Higgins","STK","-16.5","Fwd: -16.5  Flex: -31.9  No Inj. Adjustment.","-55.4","","38.9","","-21.1","G1: 85","52","53.5","466","Low","No","1002227","","","","","✔","23",""
"✓       ✕","Mid","Dylan Stephens","NTH","-16.6","Mid: -16.6  Flex: -22.6  No Inj. Adjustment.","-51.3","","21.7","","-3.9","G1: 50","63.9","62.8","349","Medium","No","1004848","","","","","?","22",""
"✓       ✕","Mid","Jackson Mead","PTA","-16.6","Mid: -16.6  Flex: -22.6  No Inj. Adjustment.","-51.3","","21.7","","-3.9","G1: 46","51.2","62.8","430","Low","No","1005326","","","","","✔","20","Role: HB defender, some distribution. Possible Punt and DPP"
"✓       ✕","Fwd","Aaron Cadman","GWS","-16.6","Fwd: -16.6  Flex: -32  No Inj. Adjustment.","-55.5","","39","","-21.2","","58.6","53.4","317","Low","No","1019038","","","","","✔","24",""
"✓       ✕","Fwd","Tim Membrey","COL","-16.7","Fwd: -16.7  Flex: -32.1  No Inj. Adjustment.","-55.6","","39.2","","-21.4","G1: 29","52.5","53.3","476","Low","No","294596","","","","","✔","23",""
"✓       ✕","Fwd","Beau McCreery","COL","-16.8","Fwd: -16.8  Flex: -34.3  Susp. or Inj. Adjust: -4.5","-53.8","","36.6","","-18.8","G1: 15","54","55.1","411","Medium","No","1004757","","","","","✔","19","Interrupted pre-season: Foot. Likely miss one or two rounds of footy."
"✓       ✕","Fwd","Jobe Shanahan","WCE","-16.9","Fwd: -16.9  Flex: -32.3  No Inj. Adjustment.","-55.8","","39.4","","-21.6","G1: 43","47.9","53.1","534","High","No","1031913","","","","","✔","9",""
"✓       ✕","Fwd","Nate Caddy","ESS","-17.1","Fwd: -17.1  Flex: -32.5  No Inj. Adjustment.","-56","","39.7","","-21.9","G1: 74","53.5","52.9","501","Medium","No","1027899","","","","","✔","17",""
"✓       ✕","Fwd","Brad Close","GEE","-17.1","Fwd: -17.1  Flex: -32.5  No Inj. Adjustment.","-56","","39.7","","-21.9","G1: 40 Official: 19","55.5","52.9","409","Low","No","999326","","","","","✔","26",""
"✓       ✕","Fwd","Liam Ryan","STK","-17.2","Fwd: -17.2  Flex: -32.6  No Inj. Adjustment.","-56.1","","39.9","","-22.1","G1: 50","57.1","52.8","438","Low","No","1004364","","","","","","20",""
"✓       ✕","Fwd","Rhyan Mansell","RIC","-17.2","Fwd: -17.2  Flex: -32.6  No Inj. Adjustment.","-56.1","","39.9","","-22.1","G1: 46 Official: 23","58.4","52.8","435","Low","No","1008478","","","","","","20",""
"✓       ✕","Def","Riley Hardeman","NTH","-17.2","Def: -17.2  Flex: -23.5  No Inj. Adjustment.","-42.1","","24.5","","-6.7","G1: 19","48.1","61.9","388","Medium","No","1023625","","","","","✔","17","Role: Got distributor time in 2025. Could get more in 2026. Late punt/waiver option."
"✓       ✕","Fwd","Patrick Dangerfield","GEE","-17.3","Fwd: -17.3  Flex: -32.7  No Inj. Adjustment.","-56.2","","40","","-22.2","Official: 29","65.7","52.7","211","Medium","No","270917","","","","","✔","23",""
"✓       ✕","Mid","Ryan Angwin","GWS","-17.4","Mid: -17.4  Flex: -23.4  No Inj. Adjustment.","-52.1","","22.2","","-4.4","G1: 56 Official: 63","69.2","62","279","High","No","1015777","","","","","?","10",""
"✓       ✕","Ruck","Ned Reeves","HAW","-17.6","Ruck: -17.6  Flex: -17.6  No Inj. Adjustment.","-42.7","","0.9","","16.9","G1: 75","63","67.8","149","High","No","1001024","","","","","?","1",""
"✓       ✕","Fwd","Lachie Fogarty","CAR","-17.6","Fwd: -17.6  Flex: -33  No Inj. Adjustment.","-56.5","","40.4","","-22.6","G1: 65 Official: 18","55.7","52.4","544","Low","No","1002228","","","","","?","20",""
"✓       ✕","Fwd","Finn Maginness","HAW","-17.9","Fwd: -17.9  Flex: -33.3  No Inj. Adjustment.","-56.8","","40.8","","-23","G1: 30 Official: 16","48.9","52.1","629","Medium","No","1009421","","","","","?","13","Role: Forward or tag, wont score."
"✓       ✕","Fwd","Jacob Konstanty","NTH","-18","Fwd: -18  Flex: -33.4  No Inj. Adjustment.","-56.9","","41","","-23.2","G1: 11","43.6","52","707","Low","No","1023530","","","","","✔","23",""
"✓       ✕","Fwd","Ben King","GCS","-18.1","Fwd: -18.1  Flex: -33.5  No Inj. Adjustment.","-57","","41.1","","-23.3","Official: 29","50.1","51.9","286","Low","No","1006144","","","","","✔","25",""
"✓       ✕","Mid","Jeremy Sharp","FRE","-18.2","Mid: -18.2  Flex: -24.2  No Inj. Adjustment.","-52.9","","22.8","","-5","","48.1","61.2","459","Medium","No","1009380","","","","","✔","14",""
"✓       ✕","Def","Nathan Broad","RIC","-18.2","Def: -18.2  Flex: -24.5  No Inj. Adjustment.","-43.1","","25.6","","-7.8","Official: 65","60.9","60.9","444","Medium","No","295203","","","","","✔","22",""
"✓       ✕","Fwd","Jonty Faull","RIC","-18.3","Fwd: -18.3  Flex: -33.7  No Inj. Adjustment.","-57.2","","41.4","","-23.6","G1: 16","35.2","51.7","747","Medium","No","1028498","","","","","✔","16",""
"✓       ✕","Fwd","Sam Powell-Pepper","PTA","-18.3","Fwd: -18.3  Flex: -43.8  Susp. or Inj. Adjust: -28.6","-50","","31.4","","-13.6","","64.2","58.9","389","High","No","993979","","","","","?","16","Injury: Return in second half of season. ACL"
"✓       ✕","DefMid","Jacob Wehr","PTA","-18.5","Def: -18.5  Mid: -18.8  Flex: -24.8  No Inj. Adjustment.","-43.4","Def: -43.4  Mid: -53.5","23.2","Mid: 23.2  Def: 26.0","-5.4","G1: 80","52.3","60.6","418","Medium","Yes","1004530","","","","","✔","14",""
"✓       ✕","Mid","Jai Culley","MEL","-18.5","Mid: -18.5  Flex: -26.1  Susp. or Inj. Adjust: -6.8","-49.4","","20.3","","-2.5","","59.8","64.7","419","High","No","1020802","","","","","?","4","Injury: Broken arm. Role: May get used in the mid field. Punt."
"✓       ✕","Fwd","Harvey Thomas","GWS","-18.6","Fwd: -18.6  Flex: -34  No Inj. Adjustment.","-57.5","","41.8","","-24","G1: 90 Official: 49","51.6","51.4","303","Low","No","1027925","","","","","?","18","Role: Wing/Dostributor/High half fwd. Questionable best 23.  Punt."
"✓       ✕","Def","Tom McDonald","MEL","-18.7","Def: -18.7  Flex: -25  No Inj. Adjustment.","-43.6","","26.2","","-8.4","G1: 40 Official: 21","59.5","60.4","465","Medium","No","291533","","","","","✔","17",""
"✓       ✕","Fwd","Matt Guelfi","ESS","-18.7","Fwd: -18.7  Flex: -34.1  No Inj. Adjustment.","-57.6","","42","","-24.2","G1: 44","42.4","51.3","623","Medium","No","996232","","","","","✔","12",""
"✓       ✕","Def","Aidan Corr","NTH","-18.8","Def: -18.8  Flex: -25.1  No Inj. Adjustment.","-43.7","","26.4","","-8.6","","54.9","60.3","516","High","No","294508","","","","","✔","10","Interrupted pre-season: Calf."
"✓       ✕","DefFwd","Buku Khamis","WBD","-18.8","Def: -27.9  Fwd: -18.8  Flex: -34.2  No Inj. Adjustment.","-52.8","Def: -52.8  Fwd: -57.7","37.3","Fwd: 42.1  Def: 37.3","-19.5","G1: 64 Official: 91","47.7","51.2","494","Medium","Yes","998782","","","","","✔","14",""
"✓       ✕","Mid","Daniel Curtin","ADE","-18.9","Mid: -18.9  Flex: -27  Susp. or Inj. Adjust: -9.4","-48.7","","19.8","","-2","","65.2","65.4","262","Medium","No","1024023","","","","","✔","25","Injury: Knee, Return round 8. Looking to get mid time, injury will change that."
"✓       ✕","Fwd","Harrison Petty","MEL","-19","Fwd: -19  Flex: -34.4  No Inj. Adjustment.","-57.9","","42.4","","-24.6","Official: 11","48.1","51","530","Low","No","1008893","","","","","✔","19",""
"✓       ✕","Def","Heath Chapman","FRE","-19","Def: -19  Flex: -25.3  No Inj. Adjustment.","-43.9","","26.6","","-8.8","G1: 45","53.9","60.1","398","Low","No","1013224","","","","","✔","23",""
"✓       ✕","Mid","Paddy Dow","STK","-19.2","Mid: -19.2  Flex: -25.2  No Inj. Adjustment.","-53.9","","23.5","","-5.7","","","60.2","336","Medium","No","1002256","","","","","","",""
"✓       ✕","Def","Mark Keane","ADE","-19.2","Def: -19.2  Flex: -29.6  Susp. or Inj. Adjust: -19.3","-36.5","","18.4","","-0.6","","55.7","67.5","432","Medium","No","1013974","","","","","✔","25","Injury: Broken Ankle. Late season return"
"✓       ✕","MidFwd","Billy Dowling","ADE","-19.2","Mid: -28.6  Fwd: -19.2  Flex: -34.6  No Inj. Adjustment.","-58.1","Mid: -63.3  Fwd: -58.1","30","Mid: 30.0  Fwd: 42.7","-12.2","","53","50.8","341","Medium","Yes","1015329","","","","","","1",""
"✓       ✕","Def","Charlie Comben","NTH","-19.2","Def: -19.2  Flex: -25.5  No Inj. Adjustment.","-44.1","","26.8","","-9","G1: 29","47.6","59.9","483","Low","No","1015781","","","","","✔","20",""
"✓       ✕","Mid","Jaeger O'Meara","FRE","-19.3","Mid: -19.3  Flex: -25.3  No Inj. Adjustment.","-54","","23.6","","-5.8","G1: 62","61.1","60.1","334","High","No","294613","","","","","?","14",""
"✓       ✕","Fwd","Cody Weightman","WBD","-19.4","Fwd: -19.4  Flex: -40.2  Susp. or Inj. Adjust: -14","-53.3","","35.9","","-18.1","","","55.6","343","High","No","1011803","","","","","✔","","Injury: Coming off multiple knee and elbow injuries. Return TBA"
"✓       ✕","RuckFwd","Liam Reidy","CAR","-19.4","Ruck: -34.8  Fwd: -19.4  Flex: -34.8  No Inj. Adjustment.","-58.3","Ruck: -59.9  Fwd: -58.3","1.7","Fwd: 42.9  Ruck: 1.7","16.1","G1: 30 Official: 62","37","50.6","200","Medium","Yes","1023346","","","","","","1","Handcuff/Role: May get ruck time, and patches of full time ruck. Drafting Pitto have a look as a handcuff."
"✓       ✕","Def","Jack Scrimshaw","HAW","-19.5","Def: -19.5  Flex: -25.8  No Inj. Adjustment.","-44.4","","27.2","","-9.4","G1: 50 Official: 80","56.9","59.6","361","Low","No","998114","","","","","✔","16",""
"✓       ✕","Mid","Jake Lloyd","SYD","-19.6","Mid: -19.6  Flex: -25.6  No Inj. Adjustment.","-54.3","","23.8","","-6","G1: 66","84.1","59.8","167","Low","No","295342","","","","","?","22","Still gets games, but could be last season. Spends more time on a wing. Risky pick."
"✓       ✕","Mid","Oliver Florent","CAR","-19.7","Mid: -19.7  Flex: -25.7  No Inj. Adjustment.","-54.4","","23.9","","-6.1","G1: 67 Official: 80","60","59.7","260","Low","No","998103","","","","","✔","16",""
"✓       ✕","Def","Josh Goater","NTH","-20","Def: -20  Flex: -26.3  No Inj. Adjustment.","-44.9","","27.8","","-10","","","59.1","461","Medium","No","1017118","","","","","","",""
"✓       ✕","Mid","Clay Hall","WCE","-20.1","Mid: -20.1  Flex: -26.1  No Inj. Adjustment.","-54.8","","24.2","","-6.4","","55","59.3","381","Medium","No","1024188","","","","","","13",""
"✓       ✕","Fwd","Laitham Vandermeer","WBD","-20.2","Fwd: -20.2  Flex: -35.6  No Inj. Adjustment.","-59.1","","44.1","","-26.3","","43.4","49.8","692","Low","No","1005000","","","","","✔","19",""
"✓       ✕","Fwd","Joe Berry","PTA","-20.2","Fwd: -20.2  Flex: -35.6  No Inj. Adjustment.","-59.1","","44.1","","-26.3","G1: 82","39.6","49.8","313","Medium","No","1028529","","","","","✔","12",""
